finalWorth,personName,age,country,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country,economic_class,education,continent,industry_sector,year,decade,e_class
2.9,Zhang Wenzhong,61.0,China,Fashion & Retail,D,Male,1962-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1962.0,1960.0,Emerging
2.9,Zhou Jianping,62.0,China,Fashion & Retail,E,Male,1960-05-28 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1960.0,1960.0,Emerging
2.8,Kang An,74.0,China,Healthcare,D,Male,1949-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1949.0,1940.0,Emerging
2.8,Du Jiangtao & family,53.0,China,Manufacturing,D,Male,1969-11-17 00:00:00,19910.0,77.0,59.2,2,4.0,Asia,Energy & Industrials & Materials,1969.0,1960.0,Emerging
2.8,Li Weiguo,58.0,China,Manufacturing,D,Male,1965-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1965.0,1960.0,Emerging
2.8,Su Hua,41.0,China,Media & Entertainment,D,Male,1982-01-01 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Consumer Discretionary & Staples,1982.0,1980.0,Emerging
2.8,Sun Shoukuan,73.0,China,Manufacturing,E,Male,1949-10-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1949.0,1940.0,Emerging
2.8,Zhu Xingming,56.0,China,Manufacturing,U,Male,1967-03-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1967.0,1960.0,Emerging
2.7,Li Zhongchu,59.0,China,Technology,D,Male,1963-08-26 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Technology,1963.0,1960.0,Emerging
2.7,Liang Yunchao,54.0,China,Food & Beverage,D,Male,1969-01-03 00:00:00,19910.0,77.0,59.2,2,4.0,Asia,Consumer Discretionary & Staples,1969.0,1960.0,Emerging
2.7,Guangming Wu,61.0,China,Healthcare,D,Male,1962-02-27 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1962.0,1960.0,Emerging
2.7,Zhu Yi,59.0,China,Healthcare,N,Male,1963-12-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1963.0,1960.0,Emerging
2.6,Cen Junda,58.0,China,Healthcare,U,Male,1964-06-18 00:00:00,19910.0,77.0,59.2,2,5.0,Asia,Service,1964.0,1960.0,Emerging
2.6,Chen Zhiping,47.0,China,Manufacturing,D,Male,1976-01-01 00:00:00,19910.0,77.0,59.2,2,4.0,Asia,Energy & Industrials & Materials,1976.0,1970.0,Emerging
2.6,Deng Weiming & family,54.0,China,Manufacturing,D,Male,1968-09-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1968.0,1960.0,Emerging
2.6,Hou Juncheng,58.0,China,Healthcare,U,Male,1964-12-17 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1964.0,1960.0,Emerging
2.6,Zhenda Huang & family,75.0,China,Construction & Engineering,D,Male,1947-09-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1947.0,1940.0,Emerging
2.6,Li Guoqiang,59.0,China,Automotive,D,Male,1964-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1964.0,1960.0,Emerging
2.6,Li Yongxin,47.0,China,Service,D,Male,1976-03-09 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1976.0,1970.0,Emerging
2.6,Lu Weiding,52.0,China,Diversified,D,Male,1971-03-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Diversified,1971.0,1970.0,Emerging
2.6,Zhao Lixin,57.0,China,Technology,D,Male,1966-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1966.0,1960.0,Emerging
2.6,Hongyi Zhou,52.0,China,Technology,U,Male,1970-10-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1970.0,1970.0,Emerging
2.5,Cheng Yixiao,39.0,China,Media & Entertainment,D,Male,1984-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1984.0,1980.0,Emerging
2.5,Li Hongxin & family,70.0,China,Manufacturing,D,Male,1953-03-07 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1953.0,1950.0,Emerging
2.5,Lu Yiwen,36.0,China,Fashion & Retail,D,Female,1987-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1987.0,1980.0,Emerging
2.5,Qiu Minxiu,77.0,China,Technology,E,Female,1945-09-17 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1945.0,1940.0,Emerging
2.5,Wenrong Shen,77.0,China,Metals & Mining,U,Male,1946-02-13 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1946.0,1940.0,Emerging
2.5,Yuzhu Shi,60.0,China,Diversified,D,Male,1962-09-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Diversified,1962.0,1960.0,Emerging
2.5,Roger Wang,74.0,China,Fashion & Retail,D,Male,1949-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1949.0,1940.0,Emerging
2.5,Wu Zhigang & family,88.0,China,Food & Beverage,D,Male,1935-01-14 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1935.0,1930.0,Emerging
2.5,Ye Guofu,45.0,China,Fashion & Retail,R,Male,1978-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1978.0,1970.0,Emerging
2.4,Xuande Hua & family,79.0,China,Healthcare,D,Male,1943-10-30 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1943.0,1940.0,Emerging
2.4,Pan Laican,,China,Food & Beverage,D,Male,,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,,,Emerging
2.4,Jinxing Qi,61.0,China,Real Estate,U,Male,1962-03-28 00:00:00,19910.0,77.0,59.2,2,,Asia,Financials,1962.0,1960.0,Emerging
2.4,Qiu Jianping & family,61.0,China,Manufacturing,U,Male,1962-01-28 00:00:00,19910.0,77.0,59.2,2,4.0,Asia,Energy & Industrials & Materials,1962.0,1960.0,Emerging
2.4,Yang Jianliang & family,53.0,China,Manufacturing,D,Male,1969-06-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1969.0,1960.0,Emerging
2.4,Yang Weidong & family,54.0,China,Manufacturing,D,Male,1968-09-09 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1968.0,1960.0,Emerging
2.3,Long Jiang,49.0,China,Technology,U,Male,1974-02-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1974.0,1970.0,Emerging
2.3,Jianping Lai,,China,Food & Beverage,D,Male,,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,,,Emerging
2.3,Li Haiyan,,China,Food & Beverage,U,Female,,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,,,Emerging
2.3,Hua Li,45.0,China,Finance & Investments,U,Male,1978-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Financials,1978.0,1970.0,Emerging
2.3,Mi Enhua,65.0,China,Fashion & Retail,D,Male,1958-04-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1958.0,1950.0,Emerging
2.3,Tian Ming,69.0,China,Technology,U,Male,1953-12-20 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1953.0,1950.0,Emerging
2.3,Xicheng Wang & family,74.0,China,Manufacturing,D,Male,1948-11-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1948.0,1940.0,Emerging
2.3,Wang Zhenhua,61.0,China,Real Estate,D,Male,1962-03-01 00:00:00,19910.0,77.0,59.2,2,4.0,Asia,Financials,1962.0,1960.0,Emerging
2.3,Xie Bingkun & family,56.0,China,Fashion & Retail,U,Male,1966-08-25 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1966.0,1960.0,Emerging
2.3,Xu Shugen,57.0,China,Manufacturing,U,Male,1965-06-12 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1965.0,1960.0,Emerging
2.3,Zhang Jingzhang & family,87.0,China,Manufacturing,U,Male,1936-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1936.0,1930.0,Emerging
2.2,Chen Jinxia,55.0,China,Finance & Investments,D,Female,1968-03-28 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Financials,1968.0,1960.0,Emerging
2.2,Chen Xueli,71.0,China,Healthcare,U,Male,1951-10-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1951.0,1950.0,Emerging
2.2,Dong Wei,52.0,China,Healthcare,D,Male,1971-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1971.0,1970.0,Emerging
2.2,Fu Guangming & family,69.0,China,Food & Beverage,U,Male,1953-10-02 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1953.0,1950.0,Emerging
2.2,Hao Hong,67.0,China,Healthcare,D,Male,1956-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1956.0,1950.0,Emerging
2.2,Chulong Huang,64.0,China,Real Estate,D,Male,1959-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Financials,1959.0,1950.0,Emerging
2.2,Lai Shixian,48.0,China,Fashion & Retail,U,Male,1975-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1975.0,1970.0,Emerging
2.2,Ni Yongpei & family,71.0,China,Food & Beverage,D,Male,1952-01-23 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1952.0,1950.0,Emerging
2.2,Qi Xiangdong,52.0,China,Technology,U,Male,1970-10-01 00:00:00,19910.0,77.0,59.2,2,4.0,Asia,Technology,1970.0,1970.0,Emerging
2.2,Tang Jinkui & family,67.0,China,Manufacturing,D,Male,1955-09-19 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1955.0,1950.0,Emerging
2.2,Tang Xiao'ou,55.0,China,Technology,D,Male,1968-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1968.0,1960.0,Emerging
2.2,Wang Wenmo,66.0,China,Fashion & Retail,U,Male,1957-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1957.0,1950.0,Emerging
2.2,Wang Zhenghua,78.0,China,Service,U,Male,1944-04-25 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1944.0,1940.0,Emerging
2.2,Kai Wu,55.0,China,Energy,D,Male,1968-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1968.0,1960.0,Emerging
2.2,Xu Yingzhuo,55.0,China,Food & Beverage,D,Male,1968-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1968.0,1960.0,Emerging
2.2,Huijiao Yu,57.0,China,Logistics,D,Male,1966-04-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1966.0,1960.0,Emerging
2.2,Zhao Fenggang,57.0,China,Energy,D,Male,1966-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1966.0,1960.0,Emerging
2.1,Cao Ji,71.0,China,Manufacturing,D,Male,1952-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1952.0,1950.0,Emerging
2.1,Chi Yufeng,52.0,China,Technology,U,Male,1971-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1971.0,1970.0,Emerging
2.1,Xingjiang Gao,59.0,China,Manufacturing,D,Male,1963-11-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1963.0,1960.0,Emerging
2.1,Huang Min,49.0,China,Manufacturing,U,Male,1973-07-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1973.0,1970.0,Emerging
2.1,Liu Chengyu & family,60.0,China,Manufacturing,U,Male,1962-07-26 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1962.0,1960.0,Emerging
2.1,Melissa Ma,,China,Technology,U,Female,,19910.0,77.0,59.2,2,,Asia,Technology,,,Emerging
2.1,Mu Rongjun,43.0,China,Technology,D,Male,1980-01-01 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Technology,1980.0,1980.0,Emerging
2.1,Zugen Ni,66.0,China,Manufacturing,U,Male,1957-01-18 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1957.0,1950.0,Emerging
2.1,Shi Yifeng,49.0,China,Healthcare,U,Male,1974-01-01 00:00:00,19910.0,77.0,59.2,2,4.0,Asia,Service,1974.0,1970.0,Emerging
2.1,Sun Mengquan & family,73.0,China,Food & Beverage,D,Male,1950-03-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1950.0,1950.0,Emerging
2.1,Wang Linpeng,54.0,China,Construction & Engineering,D,Male,1968-05-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1968.0,1960.0,Emerging
2.1,Wei Ing-Chou,69.0,China,Food & Beverage,U,Male,1953-07-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1953.0,1950.0,Emerging
2.1,Wei Yin-Heng,64.0,China,Food & Beverage,U,Male,1959-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1959.0,1950.0,Emerging
2.1,Xu Xudong & family,53.0,China,Automotive,U,Male,1970-03-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1970.0,1970.0,Emerging
2.1,Yu Qibing & family,57.0,China,Manufacturing,D,Male,1965-11-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1965.0,1960.0,Emerging
2.1,Yuan Fugen & family,72.0,China,Manufacturing,U,Male,1950-11-15 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1950.0,1950.0,Emerging
2.1,Zhang Ning & family,49.0,China,Manufacturing,D,Female,1974-04-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1974.0,1970.0,Emerging
2.1,Zhao Tao,57.0,China,Healthcare,D,Male,1966-01-01 00:00:00,19910.0,77.0,59.2,2,4.0,Asia,Service,1966.0,1960.0,Emerging
2.0,Cao Jianwei,44.0,China,Manufacturing,E,Male,1978-05-30 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1978.0,1970.0,Emerging
2.0,Huwen Chen,52.0,China,Manufacturing,D,Male,1970-07-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1970.0,1970.0,Emerging
2.0,Dou Zhenggang,69.0,China,Diversified,D,Male,1953-05-21 00:00:00,19910.0,77.0,59.2,2,,Asia,Diversified,1953.0,1950.0,Emerging
2.0,Hu Yangzhong,58.0,China,Technology,D,Male,1965-03-06 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1965.0,1960.0,Emerging
2.0,Huang Qiaoling,64.0,China,Media & Entertainment,U,Male,1958-11-15 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1958.0,1950.0,Emerging
2.0,Li Min,57.0,China,Technology,D,Male,1965-12-26 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1965.0,1960.0,Emerging
2.0,Liang Rubo,40.0,China,Technology,D,Male,1983-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1983.0,1980.0,Emerging
2.0,Liang Zhaoxian,58.0,China,Manufacturing,D,Male,1965-01-01 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Energy & Industrials & Materials,1965.0,1960.0,Emerging
2.0,Lin Fanlian,61.0,China,Energy,D,Male,1961-06-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1961.0,1960.0,Emerging
2.0,Cunhui Nan,59.0,China,Manufacturing,D,Male,1963-07-09 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1963.0,1960.0,Emerging
2.0,Tengyun Nie & family,47.0,China,Service,D,Male,1976-01-24 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1976.0,1970.0,Emerging
2.0,Zhang Fan,57.0,China,Technology,D,Male,1965-12-29 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1965.0,1960.0,Emerging
2.0,Shilong Zhang & family,57.0,China,Technology,D,Male,1966-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1966.0,1960.0,Emerging
2.0,Zhang Wanzhen,73.0,China,Manufacturing,D,Male,1949-12-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1949.0,1940.0,Emerging
2.0,Hongfei Zhao,48.0,China,Technology,D,Male,1974-06-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1974.0,1970.0,Emerging
2.0,Zhou Jian,46.0,China,Energy,D,Male,1976-07-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1976.0,1970.0,Emerging
2.0,Zhu Yiwen & family,59.0,China,Healthcare,U,Male,1964-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1964.0,1960.0,Emerging
1.9,Jianxing Che,56.0,China,Fashion & Retail,D,Male,1966-07-18 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1966.0,1960.0,Emerging
1.9,Huxiong Chen,52.0,China,Manufacturing,D,Male,1970-07-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1970.0,1970.0,Emerging
1.9,Chen Qiongxiang,,China,Energy,D,Female,,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,,,Emerging
1.9,Chen Zhisong,57.0,China,Technology,D,Male,1966-01-07 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Technology,1966.0,1960.0,Emerging
1.9,Dong Fan,53.0,China,Healthcare,D,Male,,19910.0,77.0,59.2,2,3.0,Asia,Service,,,Emerging
1.9,Guo Zhenyu & family,59.0,China,Fashion & Retail,D,Male,1963-11-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1963.0,1960.0,Emerging
1.9,Hu Rongda & family,64.0,China,Manufacturing,U,Male,1959-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1959.0,1950.0,Emerging
1.9,Lin Dingqiang & family,56.0,China,Real Estate,E,Male,1966-10-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Financials,1966.0,1960.0,Emerging
1.9,Ren Jianhua,66.0,China,Manufacturing,D,Male,1956-08-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1956.0,1950.0,Emerging
1.9,Shao Jianxiong,,China,Energy,U,Male,,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,,,Emerging
1.9,Qinxiang Shao,68.0,China,Manufacturing,U,Male,1954-09-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1954.0,1950.0,Emerging
1.9,Hua Shen,60.0,China,Technology,D,Male,1963-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1963.0,1960.0,Emerging
1.9,Wang Chaobin,67.0,China,Real Estate,E,Male,1956-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Financials,1956.0,1950.0,Emerging
1.9,Wang Ren-sheng,91.0,China,Fashion & Retail,D,Male,1931-12-01 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Consumer Discretionary & Staples,1931.0,1930.0,Emerging
1.9,Xie Juhua & family,72.0,China,Healthcare,D,Female,1951-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1951.0,1950.0,Emerging
1.9,Chuanhua Xu & family,88.0,China,Manufacturing,D,Male,1935-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1935.0,1930.0,Emerging
1.9,Zhang Hongwei,68.0,China,Diversified,D,Male,1954-12-26 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Diversified,1954.0,1950.0,Emerging
1.8,Diao Zhizhong,59.0,China,Technology,U,Male,1963-11-06 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1963.0,1960.0,Emerging
1.8,Wei Huang,63.0,China,Real Estate,U,Male,1959-09-30 00:00:00,19910.0,77.0,59.2,2,,Asia,Financials,1959.0,1950.0,Emerging
1.8,Yintai Jiang & family,72.0,China,Automotive,U,Male,1950-07-30 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1950.0,1950.0,Emerging
1.8,Lei Jin,57.0,China,Healthcare,U,Male,1965-08-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1965.0,1960.0,Emerging
1.8,Jin Lei & family,68.0,China,Healthcare,U,Male,1954-09-23 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1954.0,1950.0,Emerging
1.8,Luo Yangyong & family,47.0,China,Metals & Mining,D,Male,1975-06-02 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1975.0,1970.0,Emerging
1.8,Benjamin Zhengmin Pan & family,53.0,China,Technology,D,Male,1969-12-01 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Technology,1969.0,1960.0,Emerging
1.8,Genhuo Shao,57.0,China,Food & Beverage,D,Male,1965-07-29 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1965.0,1960.0,Emerging
1.8,Shen Xiqiang & family,75.0,China,Energy,D,Male,1948-03-02 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1948.0,1940.0,Emerging
1.8,Sze Man Bok,73.0,China,Manufacturing,D,Male,1950-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1950.0,1950.0,Emerging
1.8,Wu Yingming,56.0,China,Energy,D,Male,1967-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1967.0,1960.0,Emerging
1.8,Yan Zhi,50.0,China,Real Estate,D,Male,1972-07-01 00:00:00,19910.0,77.0,59.2,2,4.0,Asia,Financials,1972.0,1970.0,Emerging
1.8,Zhang Li,70.0,China,Real Estate,D,Male,1953-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Financials,1953.0,1950.0,Emerging
1.7,Chen Kaichen,,China,Manufacturing,D,Male,,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,,,Emerging
1.7,He Zhaoxi,49.0,China,Technology,E,Male,1974-01-01 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Technology,1974.0,1970.0,Emerging
1.7,Lai Jianfa,53.0,China,Logistics,U,Male,,19910.0,77.0,59.2,2,4.0,Asia,Service,,,Emerging
1.7,Lei Jufang,70.0,China,Healthcare,D,Female,1953-01-03 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Service,1953.0,1950.0,Emerging
1.7,Xuhui Li,54.0,China,Food & Beverage,D,Female,1968-06-15 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1968.0,1960.0,Emerging
1.7,Lin Lairong & family,54.0,China,Metals & Mining,D,Male,1968-08-09 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1968.0,1960.0,Emerging
1.7,Lu Di,,China,Technology,E,Male,,19910.0,77.0,59.2,2,,Asia,Technology,,,Emerging
1.7,Meng Qingshan & family,74.0,China,Manufacturing,U,Male,1948-11-17 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1948.0,1940.0,Emerging
1.7,Jinsheng Ren & family,60.0,China,Healthcare,U,Male,1963-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1963.0,1960.0,Emerging
1.7,Ruan Shuilong & family,87.0,China,Manufacturing,D,Male,1935-12-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1935.0,1930.0,Emerging
1.7,Sun Huaiqing & family,53.0,China,Fashion & Retail,U,Male,1969-10-02 00:00:00,19910.0,77.0,59.2,2,4.0,Asia,Consumer Discretionary & Staples,1969.0,1960.0,Emerging
1.7,Wang Minwen,59.0,China,Technology,D,Male,1963-11-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1963.0,1960.0,Emerging
1.7,Wu Lanlan & family,49.0,China,Manufacturing,D,Female,1974-01-01 00:00:00,19910.0,77.0,59.2,2,4.0,Asia,Energy & Industrials & Materials,1974.0,1970.0,Emerging
1.7,Xu Bingzhong,49.0,China,Food & Beverage,U,Male,1974-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Consumer Discretionary & Staples,1974.0,1970.0,Emerging
1.7,Yang Xuegang,58.0,China,Manufacturing,D,Male,1965-02-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1965.0,1960.0,Emerging
1.7,Zhang Xiaojuan,53.0,China,Logistics,D,Female,1969-10-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1969.0,1960.0,Emerging
1.7,Zheng Xiaodong,59.0,China,Manufacturing,D,Male,1964-03-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1964.0,1960.0,Emerging
1.7,Zhong Ruonong & family,60.0,China,Manufacturing,D,Female,1962-10-30 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1962.0,1960.0,Emerging
1.6,Bai Baokun,53.0,China,Manufacturing,D,Male,,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,,,Emerging
1.6,Cai Huabo,47.0,China,Technology,N,Male,1976-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1976.0,1970.0,Emerging
1.6,Chen Tianshi,38.0,China,Technology,E,Male,1985-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1985.0,1980.0,Emerging
1.6,Gao Yi & family,54.0,China,Healthcare,U,Male,1968-10-25 00:00:00,19910.0,77.0,59.2,2,,Asia,Service,1968.0,1960.0,Emerging
1.6,Hui Lin Chit,69.0,China,Manufacturing,D,Male,1953-06-16 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1953.0,1950.0,Emerging
1.6,Tianjiang Jia & family,60.0,China,Metals & Mining,D,Male,1962-07-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1962.0,1960.0,Emerging
1.6,Zhaobai Jiang,59.0,China,Real Estate,D,Male,1963-08-17 00:00:00,19910.0,77.0,59.2,2,,Asia,Financials,1963.0,1960.0,Emerging
1.6,Li Sze Lim,66.0,China,Real Estate,E,Male,1957-04-01 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Financials,1957.0,1950.0,Emerging
1.6,Li Wa,57.0,China,Real Estate,D,Male,1966-01-01 00:00:00,19910.0,77.0,59.2,2,3.0,Asia,Financials,1966.0,1960.0,Emerging
1.6,Li Weiwei,46.0,China,Technology,D,Male,1977-01-01 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1977.0,1970.0,Emerging
1.6,Liang Qin & family,51.0,China,Technology,D,Female,1971-10-26 00:00:00,19910.0,77.0,59.2,2,,Asia,Technology,1971.0,1970.0,Emerging
1.6,Shang Xiaobo & family,49.0,China,Manufacturing,D,Male,1974-03-30 00:00:00,19910.0,77.0,59.2,2,,Asia,Energy & Industrials & Materials,1974.0,1970.0,Emerging
