finalWorth,personName,age,country,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country,economic_class,education,region
1700,Zhong Ruonong & family,60.0,China,Manufacturing,D,F,1962-10-30 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Bai Baokun,53.0,China,Manufacturing,D,M,,19910000000000.0,77.0,59.2,2,,Asia
1600,Cai Huabo,47.0,China,Technology,N,M,1976-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Chen Tianshi,38.0,China,Technology,E,M,1985-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Gao Yi & family,54.0,China,Healthcare,U,M,1968-10-25 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Hui Lin Chit,69.0,China,Manufacturing,D,M,1953-06-16 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Tianjiang Jia & family,60.0,China,Metals & Mining,D,M,1962-07-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Zhaobai Jiang,59.0,China,Real Estate,D,M,1963-08-17 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Li Sze Lim,66.0,China,Real Estate,E,M,1957-04-01 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1600,Li Wa,57.0,China,Real Estate,D,M,1966-01-01 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1600,Li Weiwei,46.0,China,Technology,D,M,1977-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Liang Qin & family,51.0,China,Technology,D,F,1971-10-26 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Shang Xiaobo & family,49.0,China,Manufacturing,D,M,1974-03-30 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Wang Changtian,57.0,China,Media & Entertainment,D,M,1965-04-26 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1600,Ning Wang & family,36.0,China,Media & Entertainment,D,M,1987-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Wu Ying,58.0,China,Manufacturing,D,M,1964-04-16 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Wu Yulan,53.0,China,Healthcare,D,F,1969-08-26 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Zhongyi Wu,49.0,China,Technology,D,M,1973-10-28 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Xiang Guangming & family,59.0,China,Manufacturing,D,M,1963-10-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Xue Xiangdong & family,64.0,China,Technology,D,M,1959-02-10 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1600,Steven Meng Yang & family,40.0,China,Technology,D,M,1982-05-01 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1600,Ye Fan & family,52.0,China,Automotive,D,M,1971-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Yi Dasheng,62.0,China,Diversified,D,M,1961-02-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Yu Lili,55.0,China,Manufacturing,D,F,1968-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Zeng Kaitian,48.0,China,Technology,D,M,1975-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Zhang Xuexin & family,75.0,China,Metals & Mining,D,M,1947-07-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1600,Yubai Zhang,58.0,China,Food & Beverage,D,M,1964-10-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Chu Jian,60.0,China,Manufacturing,U,M,1963-04-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Fu Mingkang & family,60.0,China,Manufacturing,D,M,1963-03-17 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Wei Gu,58.0,China,Manufacturing,E,M,1965-01-27 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,He Zhenggang,69.0,China,Manufacturing,D,M,1954-03-25 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Ke Xiping & family,62.0,China,Diversified,E,M,1960-06-07 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1500,Li Jianli,50.0,China,Manufacturing,D,M,1972-09-27 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Li Jiaquan,59.0,China,Manufacturing,D,M,1963-09-06 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Li Rucheng,71.0,China,Fashion & Retail,D,M,1951-06-13 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Li Shui-po,66.0,China,Manufacturing,U,M,1956-08-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Liu Xiucai & family,66.0,China,Manufacturing,D,M,1957-03-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Lu Zhongfang,80.0,China,Automotive,D,F,1942-12-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Lu Zongjun,59.0,China,Logistics,D,M,1963-06-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Su Suyu & family,74.0,China,Real Estate,D,F,1948-11-24 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Tan Lili,,China,Food & Beverage,D,F,,19910000000000.0,77.0,59.2,2,,Asia
1500,Tang Binsen,40.0,China,Food & Beverage,E,M,1982-12-12 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Tang Rui,,China,Technology,N,M,,19910000000000.0,77.0,59.2,2,,Asia
1500,Yuequn Tao,63.0,China,Fashion & Retail,D,M,1960-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Wang Junmin,54.0,China,Healthcare,U,M,1968-12-12 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Weng Xianding,61.0,China,Healthcare,U,M,1961-11-28 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Xiong Wu,47.0,China,Technology,E,M,1976-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Xu Zhenhua,,China,Media & Entertainment,E,M,,19910000000000.0,77.0,59.2,2,,Asia
1500,Xu Zhihan,50.0,China,Technology,D,M,1972-11-30 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Tingdong Yang,62.0,China,Food & Beverage,D,M,1960-05-20 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1500,Michael Minhong Yu,61.0,China,Service,R,M,1962-01-01 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1500,Justin Yuan,,China,Media & Entertainment,E,M,,19910000000000.0,77.0,59.2,2,,Asia
1500,Zhang Bangxin,43.0,China,Service,R,M,1980-01-01 00:00:00,19910000000000.0,77.0,59.2,2,4,Asia
1500,Zhang Hong,,China,Energy,Split Family Fortune,F,,19910000000000.0,77.0,59.2,2,,Asia
1500,Zhou Zongwen & family,66.0,China,Fashion & Retail,D,M,1957-03-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Cai Jianyong,52.0,China,Metals & Mining,N,M,1971-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Chen Wenyuan & family,55.0,China,Technology,E,M,1968-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Guan Yihong,53.0,China,Food & Beverage,U,M,,19910000000000.0,77.0,59.2,2,,Asia
1400,He Xiaopeng,45.0,China,Automotive,D,M,1977-11-03 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Huang Jinxiang & family,58.0,China,Manufacturing,U,M,1965-01-27 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Ke Zunhong & family,68.0,China,Healthcare,D,M,1954-07-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Li Jinyang,,China,Metals & Mining,D,F,,19910000000000.0,77.0,59.2,2,,Asia
1400,William Li,48.0,China,Automotive,D,M,1975-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Liu Fangyi,53.0,China,Healthcare,D,M,,19910000000000.0,77.0,59.2,2,,Asia
1400,Mao Lixiang & family,82.0,China,Technology,D,M,1941-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Miao Shouliang,68.0,China,Real Estate,D,M,1955-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Miao Yongjun,55.0,China,Healthcare,U,M,1967-12-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Pan Longquan,58.0,China,Manufacturing,N,M,1965-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Pan Shiyi,60.0,China,Real Estate,Split Family Fortune,M,1963-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Qian Jinghong,50.0,China,Automotive,R,F,1973-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Qin Long,57.0,China,Manufacturing,D,M,1965-07-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Jianyi Wang,60.0,China,Technology,U,M,1963-01-12 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Wang Jilei,58.0,China,Logistics,U,M,1965-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Shuifu Wang,68.0,China,Manufacturing,D,M,1955-02-10 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Wang Yanqing & family,76.0,China,Manufacturing,D,F,1946-07-02 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Wang Yanqing & family,76.0,China,Manufacturing,D,F,1946-07-02 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Wang Zelong,26.0,China,Metals & Mining,D,M,1996-07-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Bo Wu,68.0,China,Manufacturing,E,M,1954-05-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Wu Chaoqun,53.0,China,Manufacturing,U,M,1969-05-18 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Swift Xie,43.0,China,Technology,E,M,1980-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Xu Guozhong & family,59.0,China,Manufacturing,D,M,1963-09-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Yao Kuizhang,58.0,China,Food & Beverage,D,M,1965-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Yu Peidi,63.0,China,Real Estate,D,M,1960-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Yuan Liping,52.0,China,Healthcare,D,F,1971-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Zhang Chuanwei & family,60.0,China,Manufacturing,D,M,1962-06-15 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Zhang Keqiang,62.0,China,Real Estate,D,M,1960-04-29 00:00:00,19910000000000.0,77.0,59.2,2,4,Asia
1400,Zhang Xin,57.0,China,Real Estate,Split Family Fortune,F,1965-08-24 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Xinghai Zhang & family,60.0,China,Manufacturing,D,M,1963-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Zheng Jianjiang & family,62.0,China,Manufacturing,D,M,1961-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1400,Zhou Chengjian,57.0,China,Fashion & Retail,D,M,1965-04-30 00:00:00,19910000000000.0,77.0,59.2,2,4,Asia
1300,Cai Mingtong,71.0,China,Technology,D,M,1952-02-15 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Chang Jianming & family,58.0,China,Manufacturing,N,M,1965-02-11 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Chen Xuehua,62.0,China,Metals & Mining,D,M,1961-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Chen Yin,50.0,China,Manufacturing,N,M,1973-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Wenjun Dai,54.0,China,Food & Beverage,D,M,1968-08-12 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Weimin Du,59.0,China,Healthcare,D,M,1963-12-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,He Zhiping,59.0,China,Finance & Investments,D,M,1964-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Hoi Kin Hong,70.0,China,Real Estate,D,M,1952-09-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Jiang Guiting & family,64.0,China,Manufacturing,E,M,1958-07-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Jin Xin,56.0,China,Manufacturing,D,M,1967-01-08 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Li Denghai,73.0,China,Food & Beverage,D,M,1949-09-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Fengluan Li,61.0,China,Diversified,E,F,1962-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Li Yongqing,58.0,China,Manufacturing,D,M,1964-06-30 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Li Zhigang,46.0,China,Manufacturing,D,M,1976-06-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Liu Gexin & family,71.0,China,Healthcare,R,M,1951-05-12 00:00:00,19910000000000.0,77.0,59.2,2,5,Asia
1300,Lu Hongyan,45.0,China,Media & Entertainment,U,M,1977-05-31 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Lv Jianming,58.0,China,Healthcare,D,M,1965-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Charlwin Mao,,China,Fashion & Retail,D,M,,19910000000000.0,77.0,59.2,2,,Asia
1300,Qu Miranda,38.0,China,Fashion & Retail,D,F,1985-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Fei Song,56.0,China,Manufacturing,D,M,1966-09-12 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Wang Jianguo,63.0,China,Fashion & Retail,D,M,1960-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Junjin Wang,54.0,China,Service,D,M,1968-12-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Wang Mingwang,55.0,China,Manufacturing,D,M,1967-05-02 00:00:00,19910000000000.0,77.0,59.2,2,4,Asia
1300,Wei Lidong & family,47.0,China,Technology,D,M,1976-01-01 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1300,Wu Xiaoge,50.0,China,Manufacturing,Split Family Fortune,F,1972-11-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Wu Xushun & family,74.0,China,Diversified,D,M,1948-04-28 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Xiong Xiaochuan,57.0,China,Healthcare,N,M,1966-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Xu Shaochun,60.0,China,Technology,D,M,1963-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Yan Jane & family,53.0,China,Technology,U,F,1969-07-19 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Zeng Chaoyi,54.0,China,Manufacturing,E,M,1969-04-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Peng Zhao,52.0,China,Service,E,M,1971-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1300,Zong Yanmin,,China,Manufacturing,E,M,,19910000000000.0,77.0,59.2,2,,Asia
1200,Bai Houshan,59.0,China,Energy,D,M,1964-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Chen Xianbao & family,63.0,China,Food & Beverage,D,M,1959-05-19 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Cheng Xianfeng,54.0,China,Healthcare,D,M,1968-12-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Ding Shui Po,52.0,China,Fashion & Retail,D,M,1970-11-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Fang Hongbo,56.0,China,Manufacturing,D,M,1967-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Huang Guanlin,58.0,China,Fashion & Retail,D,M,1965-01-01 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1200,Ke Guihua,57.0,China,Manufacturing,U,M,1965-10-13 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Ke Yunfeng & family,56.0,China,Healthcare,U,M,1967-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Li Guoqing,53.0,China,Manufacturing,D,M,1970-02-22 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Li Li,59.0,China,Healthcare,D,M,1964-02-09 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1200,Li Li,59.0,China,Healthcare,D,M,1964-02-09 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1200,Li Ruiqiang,43.0,China,Healthcare,D,M,1979-11-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Zhen Li & family,59.0,China,Manufacturing,D,M,1964-01-23 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Guangwei Liang,59.0,China,Manufacturing,D,M,1963-09-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Mao Zhongwu,60.0,China,Manufacturing,D,M,1962-08-13 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1200,Qian Ying,57.0,China,Food & Beverage,D,F,1966-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Eric Ya Shen,52.0,China,Technology,R,M,1971-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Xiuguo Tang,59.0,China,Manufacturing,U,M,1963-08-25 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Ching Bor Tung,60.0,China,Manufacturing,D,M,1963-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Wang Fuji,,China,Healthcare,D,M,,19910000000000.0,77.0,59.2,2,,Asia
1200,Wang Xiaoshen,54.0,China,Manufacturing,D,M,1968-10-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Wu Yonghua,52.0,China,Fashion & Retail,U,M,1971-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Xia Xinde,58.0,China,Manufacturing,U,M,1964-10-15 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Wenbo Xiang,60.0,China,Manufacturing,D,M,1962-06-21 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Xu Jin,58.0,China,Food & Beverage,D,M,1965-01-24 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Xu Shijun & family,60.0,China,Manufacturing,D,M,1963-03-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Wanmao Xu,78.0,China,Service,D,M,1945-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Xu Yuejuan,61.0,China,Manufacturing,D,F,1962-01-24 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Yang Yunyun,46.0,China,Fashion & Retail,R,F,1977-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Zan Shengda,60.0,China,Diversified,D,M,1963-04-02 00:00:00,19910000000000.0,77.0,59.2,2,4,Asia
1200,Zhang Xuezheng,47.0,China,Technology,D,M,1975-06-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Zhang Yin,66.0,China,Manufacturing,D,F,1957-02-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Ning Zhao,56.0,China,Healthcare,Split Family Fortune,F,1967-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Zhou Wen & family,58.0,China,Manufacturing,U,M,1965-03-06 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1200,Zhu Xingliang,63.0,China,Construction & Engineering,D,M,1959-05-01 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1100,Cai Hongbin,,China,Healthcare,D,M,,19910000000000.0,77.0,59.2,2,,Asia
1100,Cao Kejian,60.0,China,Manufacturing,E,M,1962-04-10 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Chang Jing,40.0,China,Technology,D,M,1982-08-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Chen Baohua,61.0,China,Healthcare,D,M,1962-01-01 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1100,Gang Chen,55.0,China,Energy,D,M,1968-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Liying Chen,47.0,China,Logistics,D,F,1975-10-30 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Chen Xueling,55.0,China,Manufacturing,D,F,1967-10-16 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Cheng Lili,58.0,China,Food & Beverage,D,M,1965-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Deng Yingzhong,72.0,China,Manufacturing,D,M,1951-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Gan Zhongru,74.0,China,Healthcare,D,M,1948-07-01 00:00:00,19910000000000.0,77.0,59.2,2,5,Asia
1100,He Zuxun,57.0,China,Food & Beverage,D,M,1965-10-28 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Huang Shan,52.0,China,Technology,R,M,1970-08-09 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Huang Xiaofen & family,61.0,China,Technology,D,F,1962-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Kangbao Ke & family,60.0,China,Healthcare,U,M,1963-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Lin Zhijun,47.0,China,Healthcare,D,M,1975-09-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Lin Zhixiong & family,49.0,China,Healthcare,D,M,1973-07-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Lu Rongfu,52.0,China,Telecom,D,M,1971-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Lyu Yixiong,60.0,China,Fashion & Retail,N,M,1963-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Pu Zhongjie & family,60.0,China,Healthcare,E,M,1963-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Rao Wei & family,58.0,China,Healthcare,R,M,1964-11-12 00:00:00,19910000000000.0,77.0,59.2,2,5,Asia
1100,Sun Hongjun,49.0,China,Technology,D,M,1973-07-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Sun Weijie,59.0,China,Manufacturing,D,M,1963-07-26 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1100,Tang Aoqi & family,77.0,China,Automotive,N,M,1945-04-11 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Tung Ching Sai,58.0,China,Manufacturing,D,M,1965-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Wan Long,82.0,China,Food & Beverage,D,M,1940-09-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Wang Han,35.0,China,Diversified,D,M,1987-08-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Wu Kaiting,53.0,China,Telecom,D,M,1969-12-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Wu Xiangdong,54.0,China,Food & Beverage,D,M,1969-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Xiu Laigui,68.0,China,Healthcare,D,M,1954-07-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Xu Jiangnan,61.0,China,Healthcare,N,M,1962-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Xue Jiping,72.0,China,Telecom,D,M,1951-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Ye Qiongjiu,68.0,China,Technology,U,F,1954-10-14 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Yanqiao Ye,53.0,China,Food & Beverage,D,M,1969-10-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Yu Faxiang,51.0,China,Media & Entertainment,D,M,1971-10-07 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Zeng Chaolin,40.0,China,Metals & Mining,D,M,1982-08-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Kapeng Zhang,58.0,China,Construction & Engineering,U,M,1965-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Zhang Xuansong,51.0,China,Fashion & Retail,D,M,1971-10-09 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Zhang Xuewu,48.0,China,Food & Beverage,R,M,1974-08-19 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Zhu Yiming,50.0,China,Technology,D,M,1972-07-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1100,Zhu Zhaojiang,49.0,China,Manufacturing,D,M,1974-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Chen Jiancheng,64.0,China,Manufacturing,D,M,1959-01-13 00:00:00,19910000000000.0,77.0,59.2,2,4,Asia
1000,Rui Chen,45.0,China,Media & Entertainment,R,M,1978-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Chen Shiliang,59.0,China,Manufacturing,D,M,1963-12-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Yuantai Chen,55.0,China,Energy,D,M,1968-03-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Du Yulin & family,50.0,China,Technology,N,M,1972-08-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Feng Yuxia,58.0,China,Healthcare,D,F,1964-11-06 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Gao Yunfeng,56.0,China,Manufacturing,D,M,1967-02-01 00:00:00,19910000000000.0,77.0,59.2,2,4,Asia
1000,Jianming Geng,60.0,China,Real Estate,D,M,1962-09-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Hang Hong,55.0,China,Manufacturing,D,F,1968-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,He Yamin & family,66.0,China,Manufacturing,D,M,1957-02-23 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Hong Feng,46.0,China,Technology,D,M,1977-01-01 00:00:00,19910000000000.0,77.0,59.2,2,4,Asia
1000,Hu Gengxi & family,59.0,China,Healthcare,R,M,1964-01-09 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Kong Jian Min,55.0,China,Real Estate,D,M,1968-01-01 00:00:00,19910000000000.0,77.0,59.2,2,3,Asia
1000,Li Wanqiang,45.0,China,Technology,D,M,1977-08-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Liu Baolin,69.0,China,Fashion & Retail,E,M,1953-06-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Lu Yonghua & family,59.0,China,Technology,D,M,1963-07-26 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Ma Xiuhui,52.0,China,Manufacturing,D,F,1971-01-07 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Wan Feng & family,54.0,China,Healthcare,R,M,1969-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Wang Jianfeng & family,53.0,China,Automotive,D,M,,19910000000000.0,77.0,59.2,2,,Asia
1000,Wen Pengcheng & family,60.0,China,Food & Beverage,D,M,1962-10-08 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
1000,Xie Bingzheng & family,54.0,China,Fashion & Retail,N,M,1969-01-01 00:00:00,19910000000000.0,77.0,59.2,2,,Asia
